sent	label
~759^~199^~602^~797v~21^~433v118v420^468^849^215^277v~240^953^~217	1
593^~442^~815v423^939^149v~102^~360v212	0
251^349^~311v~635^32^123v~196^~538^~125^255^340	1
~282^975^628v758^255^~467^971^487v9v794^~5^~846^315^~371	1
~10	0
283^37^~627^850v~607^~127	0
678^911^789^~875^~906v~467^~265	0
833^526v332^803^~753^407v686^722^~985^702^790v493^508^990^~544^~926	0
~290^~734^~669^859^285v312^~195^~905^~921v~532	0
~501^~47	0
261^~552^~635v776^~581	1
298^~53^463^~398^~135v149^132^985^~97v372^~556v653^~294^732^36	0
587^~501v~663^~570^173^337	1
~632v~318^~26^602v~874^701^438^559v~111	1
698^~706^~460^~758^960v~759^~846v~369^179^498v476^~99	1
841^719v16^~623v~978^905^~422^919	1
911v194^~323^349^617	1
467^~190^292^~94v349^~364^~356v~261^985^~412^~714	0
~808^909^~566^682v542^104v361v~753	1
51^976^695^~913v862^~656^490	0
981	0
~535^287^815^948^~276v~373^326^385	0
~61^~105^768v649^363^~971^932^256	0
792^209^934v~53^~922^28v923^~773^~484^~107^330v322	1
~418^375v879^146v~216^~516^~337v~243^~953	0
~428^892^~528^744^~5v753^~586^~434^~322^~673v~871^303^~760^~320^~584v328^~203^25v~552^~532^491^727^~152	0
~685v~323^~768^313^~567^640v327	0
845^~412^688v~378^~589^~116^877v736^360^~503	0
~179^461^175v730^151^~787v446^792^~272^893^~191v~946^683^~110^~229^~856v~855^466^~676^~415^~590	0
~730^4^840^~395v~344^391v~512^~685^997^~918	0
486^~834v~146	0
633^152^~394v~160^~762^~140^~470^~688v~407^~231^176v~718^830v~840^~300^517	0
~487^~741v~888v988^~284v~900^~62^916^590^698	0
235^~664^~774^795^221v~289^~513^~589^~118v283^404v37v~165	0
795^~32^~39	0
~594^~10	0
~24^338^397	0
~395^845^127^451v~141^581^~696^785^339v266^358^~430^~78v~385^~41^873^29^478	0
~175^497^543^875v~396^~193^243	0
~976^~28^~139^~112^789v573^162v390^999^601^~995^~827	0
~602^~188^95^~964	0
786^~749v~133^~721^630^~325^~768v~171^~901	0
~984^789^~235v~695^~277v458v348^~800^985^~200^~28	1
~563^~708^~389^~238v~95	1
126^155v749^~968^476v804^~250^155^510v~533^~807^~352	1
~921^~276^~685	0
~786^870^~388v~882^324^~159^950	0
476	0
113^783^~99v~335^~58^543^726v~461^~44v~245^~920^314v~443^~360^~198^818	1
~929^~628^~679v730^~800^658^~826^248	0
~987^~705^861^~6^934v~288^~36^30^268	1
~92^~277^896v~782^~319^966^682^373v~915^313v~763^815^684v~363	0
~789^586	1
944^~66^988^~993^825v680^325^~474^~974^~140	0
240^~992^206^~363v~596^127^76^~226v146^~410^974	1
~647^997	0
475^398^~621^300	0
~451^209^~456	0
270^411v861^618v~569^581^~117v~499	1
~165^~472^~163	0
~19^154v682^863^578^~406v~939^746^514	0
~868^~127^~38^~356^339v~885^~791^~834^~219^508v~494^~686	0
164^~685^~665v~933^~318v904^60^~625^~225v~952	0
~738^~107^756^911^~587	0
239^~869^~696^898^68v675^~118^681v~962^~747^~432^31v~473^419^396^403v453^~495^~485	1
~854^~1^98v85^~587^~839v~182^934^~483	0
91^452^293v~771^~868^544^~114^642v~714^~976^~378^~718v~709	0
~705^~437^~372^815v590^~394	0
~845^170^672^199^~949v~632^~596^~115	1
~746^~489^~727^162^554v~462^704^~478^464^~91	0
476v723^~840^~693^243^969v~691v~76^~803^125^~729^~810v591^66	0
~198^~710v~188^109^533v~307^187	1
547^~317^542^983	0
473	1
~112^~242^~23^276^~324v194^~958v~26^~121^~393^~739^871v693^~606^625v~624	1
~405^~456^~871^~560^~202v~193^658^~464^~763^412v~24v~911^797^686v652^437	0
787^~524v~672^~1^779^~467v190v~915^238^456	1
~391^~771^981^~242v86^~714	1
323v~447^705v~665v90^~702^~213^~985	1
738^194^~511^~534v~320^998^803v808^~40^~833^584^~356v157^485^~271^~348v~610^~181^941	0
~406^~428^~63v863^951^~281v345	1
~172v491^~717^~845^436v~457^~601^~343	0
221^~266^~844^~7v298^~542	0
145	0
~808v~252	1
~821^~171^~412^~734v~358v51	1
181^992v533v~628^~863	0
1000^563^220^~987v~876v~134^~741v~388^~63^~16^~441v318^572^~712^983	0
381^~358^599^554	0
~942^~973v~829^~336v~208^~447^~805^568v~296v675	1
755^~556^198^762^493	0
~69^~726v~191^294^~375v724^~555^894^~509^~334	0
~614^230v703^912^~941^932^~761v~447v~557^~879v~441	0
~388^~651v309^~130^~867^965	1
417v442^~883^~347v~193^~187v342	1
546^~877^231v~37^~494^~584^951v~186^~151v~818v~606^850^900	1
~291v8^~853^~153^100v~889^~267v239^294^~904	1
~549^496^382^348	0
663	0
~330^~564v705^44	0
93^212	0
428v61^394v717^~561^732^393^~335	1
~28^926v52v~738^~786v~535^~903^110	1
~919^563^704^174^~751v153v~173^~68^257^~620	1
158^~572^733^756^~831v654v543^~192^~363^979v517^189^~264	1
~277^~94^~557	0
103^~505	0
~587^~1000^~191^~134^~861	0
~249^279^~36v982^519^~997v818^955^124^551	0
615v43^~908^~656v~912v~506v59^~980^~845^~722	1
282^876^425^~932^84v177^~536^734^~563^~540v~281^169v599^~522^354^~22^~640	0
687^~400^532	1
~173^656^~628^~193^817	0
623v375^~636^~813^~425v~234^~246	0
63	0
~375^~789^~73v~66	0
728^611^531^~944^87v~567v995v~300^730^~82^~895^~737v~523^~589^690	1
~195^323^533v215^100^~56^80v~455^~422v~740^582v775	0
368^690^~54v905^~108^584	0
~252v472^171	1
762^~152^986^519	0
53^541	0
~355^~231^149^221v~266^~242^827^~466^353v~374^~281^315	0
47^~785^~409v~856v156^~413^723^~943v513	1
607^763^111^772v619^~970	1
~935^~126v164^~238^276^472v673^~92^~548^~532	0
20^~404^234v833^390	0
~813^~397^794^~247v908^~697^992^227v61^318^237^165^477	0
862	1
~660^64^623^754v~450^279^~255^579v~720^52	0
147^899^816^144v50^~21^~512v196^446^~992^~335^~915v~636^396^~977^~795v~814	1
399^495^~778v426^555^905^~829^~131v779^~585^476v47^~575^~467	0
844^573^~176^942	0
~657v404v641^~99^~902^~168	1
~789^930v~891^966^~473^393	0
~53^524^~326v~910^263^738^~810	0
~136v60^544^993^316^104v~228^~157^458^~942^779v~868^718^482^361	1
942^781^93v31^769v~222^438^~561v~510^847^~316^~299^~469	1
~536^755^~867v475^~812v640^~858v~311^~898^220^745^671v~443	1
214^~517^171^182v~983^108^270	0
919^~510^370v~59^179^520^713	0
~521	1
~485^996v269^972^214v734^~74^29^~581	1
833v~589v796^~31^~653v395	1
~194v472^~38v13^532v~135^83^~833^~984^120v~846^~44^~421^945^679	1
~82^13v696v804^~280v~34	0
770^528^599^506^947	1
~531^~865v~708	1
~363^969^~766^~231v~60^921^~65^911v~399^~749^~206v825^950^~686^373^~953v319^~396^~506^~452	0
30^~762^~903v~196^203v~970^~624^797v~432^222^~252	1
852^~264v947^410v~900^954^~967^~263^258v~48v~151	1
~516	1
~84^620^725^~235^~474v380^173^~429^54^688v628^815^351^~529^147	0
~119^113v981^~74v539^192^479^346v~719^~512^553	1
624^925^179^~283v327^~580^76v529^~483^611^529	0
621^936^847^528v289^388^44	0
316^~517^~418v~668^~377^337	0
193^~496^~237v~788^809^144^553^~858	0
136^~91v~783^156v~286^~149^953v~557^377^~537	1
~531^286^716^~864v~186^~524	0
~747^~51^~665^~409^~134v~952v~840^430^~439^~469v~804^~393	1
338^24v796v344v~253^~130^~768^~385^~950	1
~379^889^637^~311v~549^~948^289^~956^467	0
488^335^~637^423^~311	0
~920v~140	1
~618^~881v48v~287^~386^378^164^~202v~885^902^~576^~472	0
448^~588^~110^749^729v~520^282^~631v247v~754v~737^717^~591^13^~185	1
169^214^534^~304v~352^~169^169^41	0
381v210^~979	1
263^375^~17v~749^~485v~219^~786^~402^~893v~385^723^~954^~419v271^777	1
~715v~465^199^~487^458v~739^~992^189^558v~655^729^359^~229^149v586^~829^~293^875	1
250^887v565^9v673^753^914v181^~554^~859^85	1
111^~149^979^819^~779v103^~968^~527v485^~851^~922^~281	0
942^~338^~567^537^~902v795v365^337^~426^989v389v~635^174	1
456v146v~726^444^96^~864^~701v~943^936^127^~792^~282	1
~994	0
553v~603^689^~544^940^~330	1
~305v301^527	1
~20^818	1
~406^~64v468^33^~988v881^~636^789^79v867^~835	0
~563^544^726v~451^~641^~113	1
~501v~700^305^921^~746v592^661^768v~124^~125^~532^~911	1
910^995v~367^426^480^925^~676v~711^~356^387^39v601^~737^~631	0
931v~797	1
620^~83v493	1
~665^386^~875v~758^~863^106^902^854v~665^~589^501v~64^950	0
~548^318v934^784v333^~469^~274^856	1
~174^~2^550^~134v~990^~981^~225^277^362v~114^994^~487^~750^~923v~94^254^543^~162^~854	0
296^~154^173v~122^70^510v729v256	1
~94^928^~110^640^326v64^~427^~158^~818v93^~373^860v~234	0
~166^569v158^~169^545^~25v80^303^741^~942v575^957^~805	1
423^950^843v~745^~602	0
~676^~215^253^393^~500v~773^79^321^~796v~971^~59v~798^583^469v~724	1
~993^~340^~791	0
~587^509^~999^~998	0
294^~613^15	1
~256^~275v~149^178^592^~962v991^~998^~597^577^389v~25^~474v729^179^746^153	0
111^~617^~897^~822v970^797	0
596^~852^330^713	0
596^766^~498^~9v828^~621^~238	0
~64^~232^~595^~490v340^5^~519	0
~667^~748v671^~940v585^~10v16^822	1
846v723^~489v762^~848^~814^656^~563v~993^126^82^345	1
4^~784^389^~195	0
~886^~440^~233^~500^~543v~479^719^~387^~3^839v~408^66^~395^422^~834v~219^740v129^~218	0
~437^~470^~740^581^341v~41^~96	0
302^550v819^~822	1
~194^986v~439^873^419^611v~472^644^544v171	1
~293^~490^~366^939	0
~85^~204v607^230^157v900^~641^25^~481	0
3^977v969^499v277^~58^~477^770	1
~680^969^8v318^~727^95^718^~428v~745v~717^~801^~648	1
47v226^71^~255v903	1
~362^551^346^774v~478	1
287^~54^~801^~832v167^~432^961v116^~8	1
~172^315^~178v~163^~797v53^~753^~301^971	0
247v343^12^~400v~316v568	1
~541^~390^751^828v317^411v~704v~353^111v233^~689^961^~400	1
135v742v~763v~18	1
259^~31^332^~281^~969	0
~841v~820v~805	1
~122^838^~766v250^~968^365^~649v~157^~991v575^~868^295^379^~759v696^~614	1
~466^~523^~347^387^213v637^713v~631^798^877^~433^~84v~85v966^590^~20^735^209	0
~112^~142v~527^161v~939^~223^936v~693^799^901	1
401^~318^550^~154v301	0
413^~602^~575v~801^402v684^727v288^83	1
599^761v~726	1
~313^708v~142^197^473^~903^216v~821^~280^620	0
995^~854v~732^393^~568v~347v~649v~158^~654^~953	1
634^266^~631v998^~939v~620^198v~640^~577^917	1
419^~803^962	0
~373^101^~105v~244^~297^199^382	0
819v866v660^395^~968^119^343v~582^738	0
971^584^~285^~384^~225v~372^~990^494^~990v403^~759^~1000v~937v848^306^945	1
406^793^~497^162v~400v~172^~398v641^250^~885^591v~688^168^257^578	1
607	1
315^~171v100^~370^~155^~577	0
343^722^~264^~302v~522^~310^~921^999	0
~199^612^847^190^808v350^793^968v257^~295^~214v~19^~827	0
~292^~528^672^351v~407^~763v844^30^~20^~832^809v315^~680	1
196^~759^979^474^~522v~605v962	0
~872^~801^~808^646^~282v~294^239^~39^~510	0
~298	1
~330^~157^826v~511^25^557^~145	0
~888^736^838^~404^764v~501^~707^~135^~402v~517^~819^826^~689v806^~849^~147^~884^986v225^~313	1
~542^~62^~296^51v~324^~483	0
~266v~802v84^549v~908^~217^528v925	1
769^~228v616^~139^~150v53^430^8^~336v~900^10^576v~447^621	1
~901^~989^261v343^~974^379^~181v~550^~243^143^~877^~593v~498^523^~797^982v~393^~388	1
~422v~257^891v213v876^~968^617v148	1
~219^~371v908^~130^667^~120	0
482^~963v245^704v162	1
391^809^~516^452^784v764^938^399^~191^~938v~267^~271^615^494^691	0
914v657^464v104^~960^~693^~143^963v~792^~911v~860^108^~705^771	1
747^~686^879v~922	1
713v~343v~513v472^204^230^308^938v~533^182^~728^718	0
157v219^~361^991^942^713v182v592v~402^36^910	1
269	1
480^592^335^552v~756^~783^632^~155^335	0
~812v673	0
292^~455^777^~674v~288v~135^~231^~44^~492^169v~23^198v~37	1
262^~203^~394v~909^910v~324^~471^~463	1
~306v~378^823v~665v~950^764^754^390^~701v~319^147^870^893	1
909^227^588^~56^~894v473^375v~142^590^788v~492^~515v691^~19^203^461	1
~913^~141	0
732^324^~599^~28v318^~843^~209^613^326v~114^61^~144^~572^~49	1
772^~470^~119^524	0
~591v~267^176^~864v809^856	1
~195^139^329v~882^~818v~611^940	0
~917^686^535^~453^~774v651^183^~932^628^40v~314^129^213v505^324	1
~971^~358v~337^~759	0
936^~347^~207v310v~807^780^451^~905^~297v438	1
~968^698^379^~78^~740v~92v~773	1
574	0
4	1
712^~521^940^~588	0
~224^~466^368^~509^~151v~870^~973^~917^~21^622v~951^~955^~718^~438^395v378v~139^~937^~734	1
811^~154^172^963^~831v~185^601^~523^~184v985^~109^~475^571^775v~601^~98	1
~562v392^~236^~484^982^~284	1
85^~296v~342^135^~728v~95	1
554^623^~839^606^695	0
109^~687^731^987^1v131^917^817^~198v196^6^281^647v792^~24^725^449^186	0
823^~142^~981^~322	0
~640^~290^382^~329^~343	0
~497^568^515^109v~34^~89^~997^~173	0
266	1
~659^281^~31^~232^~655	0
46^~142^~479^658^872v491^~191^678^~252v995^~933^~190^~996	0
~282v411^292v84^467^395^868v~75v468^~832^289^~407	1
~351^~810v254^~389v~918	1
~855^594^~765^193v~888	0
~805v423^890v911^181^~391^691v554v696	0
319^130^~593^857^273v811^320^648^716	0
~382^~773^~296v~983v391^~119^604^937v244^228^~784	0
~461v~209^294^~672^~126^590v~811^306^739^927	0
445v~905^501^787^~553^~167v~619^304^~125v~713^~449^754^~651	0
208^~178v~99^~821^517^135	1
~250^947v709v620^~94^~296^~459	1
448^~491^~863^153^633v~737^962^943^~462v893^~674^~974^33^996v81^~127^~51^665v272^927^253^548^491	0
~208^21^~705^~938^~27v108^514^920^51v223^~754^847v~532^~368^463^15	0
891^~952v~820^96^~927^358^19v~124^~849^566^~919v811^~244^656^~236^65v354	1
~563^~40^~799^~600v484^92^623^~400v154^835^~947^~249v~416^88v~140^86	1
586^808^397^~588v99^532^~313^838v~703^~154^~124^~247v518^~930^~482^~605v~293^831^~282^816^606	1
444^795v892^~396^637^568^~232v252^804^229^291v~920v~841^643^88^~98^~12	1
659^~723v767^~168^126^~834v~6^~200^675v634^~334^~546v63^~180^690^~572^138	0
935^715v~352^893^~333v354^~85v257^~162^707v758	1
~286^496^944v470^476^~562^19^844v639v~844	0
~454^481^227v~17^436	0
~683^383v~101^363^~161	0
540^24^925v~330^391^~754	0
~613^461^885^~618^~825v119^~778^~30^~622v~643^~10^~797	0
~874	1
111^~812v473v789^91^~980^~596v356	1
680v~448^~129^~500^347v52^783^~610v~874^376^~834^878	0
711^203^377^969^427v~50^318^867^28^~60v~372^17^~434^163^~103v168^341	0
~728^~79^25v260^829^712^~133^~743v~227^335	0
~857^372^~515v~937^~910^~271v647^775^552^~733v~529v~978^~320^917^~301^~373	0
~758^~742^~797	0
321^~93v~193^~792^~265^779v398^904^~531	0
~448^~270^~376v166^~64^550^466v~985^~521v189^~192^570^728v~989^934^469^842^626	1
~901^~836^~278v245v138^~396^~208^~546^~236v~172^~433^~399^310^~109	1
398	0
~254^405^~645^~981^~144v372^880^~780	0
~303^~718^~284^~470^677	0
50^~971^~285^~304v805^312^~354	0
~836^~81^745	0
529v383	1
~559^578v797^462^378^673^914	1
~353^~642v19^~44^~219v998^~371^~439	1
204^~143^471^691^~12v618^617^~726^~829	0
603^~761^~531^~647v87^~505v~749	0
24v876^~578^~342v~722^639^435v~248^~688	1
~492^542^~461^658^441v373^~217v836^143^166	0
648v~213^~536^~392^~236v~543^~497^839v~980^604	1
~695^~137^644^~801	0
294v~624^872^~412^424^~744v~836^75^~557^~962^~199v~79^216^~886v134^~216^537	1
~338^969^~280v~759^~108^1^~359^~911v~128^533	0
~1000^940^~172^747^52v~930^345^789	0
~336^~778^~961^877v152^~898^~575^~896v~958^~592	0
~809v~570	1
~977^~46^~737v726^~670^~13v~539^~374^298^519^~320v951^296^~117v280^~24^~937	1
602^948^~493^~153v~652^48v391v600^478	1
925^287^999^~701^~606v~247^103^18^953v~438^~581^~464	0
~487^535^244v~239^117^~295v~995v~266^764v~301^~834^~186	1
~717^~929^449v140^~524	0
~144v~908^~297^~419^~481v~120	1
194v576^844^~956^~437^~560v~868^764^~708v994^~974^~900^560^~102v~860^399	1
~632^641v~10^977^656v~366^326v~222^258^385	1
~651^347	0
~899^~758^~292v~826^950^~697^~80v~903^~969^292v~357^402^~547^~748^916	0
~260^~677^807v108v~530^~291^68^~365	1
~152^846^~336^~8	0
~154^~159^96v~899^197^26^~701v~857^151^153^~62^857	1
943^855^~493^847^550	0
~124v~831^518^816^508v~268v479	1
982^~992^~42v~415v581^~662^~649^927v925^~478^~315v956^~107^~237^818^566	1
~627^~148^~792^625^578v443^~561^975^313^~299v~723^489v~230v~439^394^~126^444	1
~900^11^~945v~249^665^~114^279v~649v46^65^800	1
983^~499^951^~533^~680v~605v~705^~639^~672v936^~403^725^~383^913	1
~639v~326^~898	1
196^~292v391^~410^932v~664^~423v~169^~664^~476^~669^~367	1
~834^835^~970v~445^453^~871^218^~100	0
64^444^~427^265v332v731v~656^348^~684v~311	1
294^300^483v~826^921^~755v~498v72^~671^134^748^58	1
897^~478^770^~575^~993v~40v~116^~152^~429	1
~691^~166^~528^~446	0
273^~64^~698^903^608v627^~267^73	0
859^790^478^~940v~593^~186^297^~245v~669	1
~663^~444^848^376^~928v~691^389^~616v229^~692^~975^~911v~548^765^87^789^~440	0
~651^~667v~429^~132^97v~707^697^580	1
735^~818^331^~106	0
937^959v~543^801^7^946^~378v~531v~608v271^~582	1
~992^~662	1
~384^195^~266^850^205v~720^~489^730^778^~688	0
~582^~564v604^~580v~785	1
542^~645^~970^~505^577v794^~925	0
~784^377^~401^726v894^260^~2^250^~758v740^246^635^~577	0
~19v~286^904^~278^318^~401v73^773^862^~407^457v~236^960^379^~693^~329	0
~63	1
497v444v~782^~188^382^~163^174	1
~507v~313^~539^~679^~460^61v~522^~264^887	0
~651^678v~963v~73v301^~286^~570^840^~162	1
~860^728^~555^801	0
241^22^~306^944^192v309^650^326v841^430^730^~426^316v~885v33	0
776^~774^~93^~287v339^208^~52^~636v472v~808^217v553^371^97^~595^746	1
425^238^32^~305	0
350v914v~230^727^761^~863v~196^~386^635^213^654v535^~270^774^339^87	1
~186^829^904^874v522^696^~759v837^132^~256^~636v~351^247v~945^~84^477^785^~982	0
~44^~610^~294	0
~802^528^~443^~875^~837v642^343v922^156v273	1
556^861^~14v~596^~764^~190^~316^~720v~186^934^55^~572	0
~361^~540^~26^~286v~783^~349v456^731^659v~788	0
625^220^~827	0
463^~724^226^707^153v83^~103v~848^880^~590^258	1
~482v~712^971^568^856^474v~787^~440v247^~879^902^~511^~920	1
316^~527v~302^65^~634v197	1
~336^~706^~871^~79^~897v~770^~383v849^~44^994	1
~596^~203v~297v~797v~891^~901v171^~43^587^706^~269	1
~389v493v866v428^~29v777^33^595	1
906^~194^~798v~702^457v~203^146^2^348^122	1
~866^~278^~446^703	0
71^~357^~49^958v~506^976v~486^~660^~24v401^273^937^~222	0
~709^531^737v137^410^152v641^906^~361	0
769v348	1
~368^447^23v~833^532^~414^~904^355v~56	1
479^310^~348^~701v~550^666^~419v~263v~280^~447	1
49^~704^650v104v436^65^959v~657^~17^280^96	1
93v~29^338^132^~301^145v~181^148^19	0
336^~989^307	0
995^~427v~238^446^~573v430^~197^827v133v264^~441^88^~258^~188	1
~604^~311^~180^158v968v~691^393	0
~160^567^52v~723^~899^366^998^286v506^~619^208^500^138	0
919^371^~681v~218^366^982^~441v~681v489^~949^95^380^~783v~3^~309	0
~267^349v~29^918^~536^~893	0
360^~931^792^~78^~300	0
814^~48^~197	0
~272^264^~926v756^~608^100	0
948^~182^~886^179v655v~961^~581v172^932^376^531	0
~279^~284^852^~611^89v409^~716^194v~597^425^~666	0
946^~865v~575^250^540^805^~546v~560^45^291^997v~406v~554^16^~661^~515^~708	0
~801^~480^923^~581^473v~661^976^321v~153^~512^~232^~781	0
141^~132^~346^~314v~440^405^149v385^~331v~286^202^828	0
147^~418v618^~290v436	1
~853^442^74	0
587^~499^~588^214v987^~338^582^~314^11v611v400^~557^854^735v394	1
499v655v535^~549^405^~655v~771^~139	0
~116^201v~285^86	1
~117^~35^898v327^~400^59^~780v112v~325^934^~716^~230v~689	1
672^~453^~356^242^993v360^400v~876^~215^~488^~653^~185v~916^~910^~783^~931^668v74^~903	0
~506^~972v484^676^~500^~291v~50^104	0
244^9^~770v753^~274^~782^~712	0
~916^668^~255^754v764^~172^572^~328v692v377	0
135	0
~25^971v436^682v993^751^~754v~637	1
248^~997^89^~575v230^~216^~223^~295^~754v911^283v272v425^377^656	1
611^672^~487^~622^~688v~148^~773^582^~857^512v206^208v326^~599	1
304^~973^~539	1
64^~764^~66^~208^739v663^~571^270^680v~116^~157v~65	0
362v933^~491	1
115^484v~545^274^~574v~133^~817v~596	1
~632^2^4^190v828^~675^~257v~324^~839^188v~334^281^~892^689v~292^~955^441^~13	1
848^28^784^~895	0
629^617v~266^794^838^~493^87v~863^51^238^88^876v~66	0
~244^~889^252^~833^40v198^113v~897^122^~834^~61	0
255^788^152^~495^916v~204^902^~30^399^401v~694^~476v127^~220v663^872	1
~552^468^~997^~683v619^734^~505	0
~766^~625	0
767^~445^~996^751^~873v428^~840^~696^~764v957^371^~845^591^~705	0
~985^~262^442^253v626^~13	1
~127^~607^~732^~554	0
539^~994^723v696^~677^~686^923^438v208^74^485^450v~176v768^~922	1
~151^~281^~954v487^~899^~503^394v355^~722^~162v95^17^729v~943	0
974^76^~328v~7^~179^513^8	0
~861v263^774v~458^~976^622^~204v~474^255	0
147^419v~397^806^992	0
622^~942^668^~512	0
929^~388^~715^~408v188^~737^~783^36^95	0
687^722^~642	0
114^831^~602v~749^629^~815v277v818	1
441^~124	1
~476^~508^747^~514v453^355^~806^190^~377v~244^~243^322	0
361^~140^~967^185v~284^618^~300^~35^703v744^802v222^~470^~686	0
~405^~147^~65^118^~278v462^366^323^~621^~879	0
254^952^~646	0
~478^841^345^~14^446v~338^~543^797v~291v~80^~769^~578v~515^~780^~722^702	0
193v309^~423^~187^~210^~291	1
~342v674v~311^797^~677^~404	1
736v912^589^597^~317^~119v222^~419^~546v~299^~92^~292^650v568^353^~819^803^~905	0
~883v694^~799^~246^~69v~792	1
860^~488v261^387^~267^153^737	1
728^589^~232^~218v~502^~895^909^15^503v356^237^~305^~692	1
45^549^397^~718	0
383v~618^664	1
692^553^~89^105v441^~643^~634v15v970^799^266v~414^~446^~232^~388	1
913^272^538v201^~77v963^~127^922^~956^~97v170	1
~546v869^~37v604^68^921^837^~817v798v~595^~550^666^223^187	0
~80^285^650^~46	0
677^865v775^2^~671^995^~981v~522^~105^929v525^~633^464^716^616	1
618^~625^1000v469v~914^~233^163^150^~943	1
910^939^684v~99^837^427^150	0
~66^730^548v198v~753^~639^~115	0
~661^~949^~797v~23v993^~309^9^~433v~602^~131^613^~704	1
340^~123	1
~132^~524^~647v489v302^~461	1
734v~971^809^515^705	1
841^~824^~483^542v~183v~86^~139v413	1
~826v636^~870	0
~932^~249	0
43^~362^~408v~211^~368^~885^382v185^~366^~350v~987^936^~439^491	0
~500^659^~727^~288v971^~104^~439^~532^~685	0
~536^~937^712^971^~466v802^933^~73v~322^933^~582v~511v~967^414^378^~889^932	1
~444^21v~535^134^~526^~936v~185^737v289^~681^~4^643v~541^291	1
~431^373^513^261^104v651^~908v~592^650^595^~402^~931	0
~513^~98^259^840v~303v168^~307^307^~414v~500	1
44^~533v~754^529^317v~284^~205^~483^~11	0
878^693^~213^~879^~272v~789^~136v~95^~980^130v262^455^162	1
~373^~368^~956v~202^~270^347v534^549^777^434v~470^~362^~68v243^~343^~201	0
253^~467^~867v~231^~627^282^91v~401^~966v1^~301^~557^~355v779^18^104	1
64^~90^~306^387^~645v356	1
~475v~142^306v~184v365^~65^658^613v~493	1
59^697^402	1
~471^~576^~924	0
~45^93^~105^319^987v~455v911^~422^412^234^911v~728^811^~500^88	0
82^391v579^187^~9	1
388^995^4^313^~927v~559v~490v~334^~946v~515^~669	1
~660^981^~968^55^502v~485^242^~75	1
701	0
150^415^554^559^~509v~179^944^655^~403^~666v~468^~640v40^~55^~431^~203v724^~220^305^~291	0
~14^~635^~347^179	0
194v723^254	0
~917^~26^897^348^~511	0
~684^599^~894v~325^~322^~485v427v~988^143	1
817^~838^~182^131^9v~829^~211^~848	0
724^~253^~965^~623^~504v258^485^983^~952^800v~228^~891^~607v~433^~648^~510^~438	0
819v431^231^602^~409^~16v~665v~937v117^~963^856^~88^~720	1
~665^647^~620v~659^557v522^572^~362^638^361v59v123^~815^~235^131	1
~994	0
~291v218^~201v858^~653^639v922v~89^~555^230^~288	0
~43^~781^92^844v963^~349^~501	0
~615^630^~63^375^~86v~292^~861^~388^~177v~380^717^~988^~74	1
~297^286v~270^877^715^496v~789^784^4^198v~650^456^~740^~960v818^789^~650^848^~306	1
840^385	1
~578^~138v~643v~835^917^~759v880^~542^~461	0
343^334^394^~444^609v523^521^~774^~157^~75v681	1
782v~317^281^214v333^910^260^676	0
~628v~867^~62^~416^~840^~400v672^~738^690^~235^825	1
~452v~910^820v~223^~346v~123^786^851v~165^~198^802^958	1
~879^~590^~583v286v~74^~752^~617^~884^144v593^~878^~292^500^~920	1
170^950^~878^220v~979^~148	0
~636^~337^~95^9^~962	1
~74^576^948^6^~373v~731^~531^~308^~113^~627	0
~583^138v~212^142v994^130^~232v12^~232^~379^119v~662^8	1
~262v81v76^~845^426^283^~257	1
809^~389^~983^~894^~933v815^~302^~887v~211^~461^~670	0
~177^~461v753^936v~285^~931^543^~145^~800	0
86^~560v260^~467	1
~312^~832^~650^~684^761	0
745^792^~303^320^971v547^~158^776v~91^~79v936^848^~698	1
~525^773^~849v~426v964^~305^~828v~385^808v672	0
392^748v~718^~331v~875^414^915v~177^~749^738^60v737	1
~752^444^782^~590^28v~651^~968^~103^972	1
743v6^575^203v39^137^707^81^797v~427^105^~624^716^30	1
849^~179^702v329^~678^409^~161v~82^~31^99^~747^262v673^581	0
307^~81^918^~113^~230v~259^611^~650v708^465^58^429^~13v~925^~539^~753^54^915	0
722^~484	0
663^119v~327^921	1
~639^438^~23^793v~773^971^966^342	1
729^940^~893^613^~932v~669^10^~2^~781^742v360v~23v141^~888^~436^847	1
381^828^~178^949v~327^625^59^993v28^~576^~361v837^194^~458	1
604^970^832v454^~707^~652^192v~898^~553	0
~775^323^156^~564v247^126^469^~940^~187v~483^~436^943v~739^899^~950^~343^150v~51	1
231v~167^178^~505^363^~499	1
744^~802^~716v499^~389^611^860^931v~970^19v~656^98^267^~95	1
194^995^~930v~192^501^398v~845^~167^~280^110v369	0
225^162v~12v~346^227v~167^~949^977^236v406^198	1
~89^~802^~765^22	0
~219^~505^~513^393^~577v89^288^133^~437v208^~824v~51^~970^791^818v54^~583^~65^356	0
621^520^~768^249^96v890^994v~883^660^~654v~439^527^238^~415^~568v183^~714	1
702	0
311^283v276v132^83^714	0
468v~710^~470^148	1
51^~168^~845^249v277^182^182^956^248v622v~780^~213^~267v~746^155	1
~260^784^962^~39^~399v~458v812^~296^~242^~833^874v334^969^334	0
74^~625^~981^~320v248^~721^819	0
~944	0
~62^825^178^101^~485v574^41v576^~754^~766^~373^833v98^~396^684v199^~939^~964	0
~267^~12v189^142^~1000^~838v571	1
913^~306^792^~321v701^~5	1
~275^489v~705^~494^189v~854^18	1
~533^~939	1
~695^~856^~622^322	0
