sent	label
9727^~1740v~5294^444^~1747^~7020^5866v~8907^5281^2002^~4457^7569	1
19^~2070^~8714^3833v~7710^~4758^7104^9421^9405	0
~4425v~9450v6046^~4286^4347v1166	1
~391^~8155^3738^~8153^~8265v6579^7011^~4102	0
~9687^~6421v1499^5062^738v~3141^~2662^6016^~2426v8164v4762^~7221^~2069^~6890	1
5365^9230^7812^5982^~5422v~6567	1
~557v~8304	0
8235v5567^2383^~1256^~1037v~2915^4580^5550^~7695^~1751	1
~2889^~2125v~7606^4666^4647^3568^~4732	1
8764^2100v5273v4455^4345^7938	0
5533^6719	0
3813^9845^~375^2638^~3615v~7359^~9020^6417^~7459v~4853^9383^~3305^2519v1147^933^~8209^9271	0
~2203^~5497^~8958v~2543^~5616	0
6364^~3720^928^4529^~4457v2286^6250v~829	1
5716^6576	0
9658^~9567^8290^~5647v~9796^114^~6974^7120v6430	1
8666v690v363^~2353^~6665^8636^6239v2471^6295^3353^1765^6170	1
~5651^2287^2106^~2441v~9651^~4854^~3984^6095v2975v3865	0
~7969^1751v~2074v1304v5336^~8471^9668^6269v~8275^~1066	0
440v~9934^~4539^3132^6008v~6957^~6829^88^~7047^~3985v~527^3314^~2839	1
~968^~4190^~1811^7639	0
~7686^~1179^~8845^4411^~6896v359^~1063v8107^6948v~6549^6687^~9714v7428	0
~9921^~8126^4899	0
~7423^4152v937^~9853^6382^~555v9931v~6312	1
9534	0
9607^5846	0
7653^~8758^~7385^346v~7694^3912^2192v~8616^~9378^8428^~1728^~4900	1
8815^5228^~8536^4513	0
7187^~5922^9989v3763^~3879v~9577^~3712^1501^8912^~1883	1
~3020^5880^8895^~458^~5833v7207^9794^~9876^~8253^~5677v5380^~7183^~8954^7979^8847v~4177^~294v4743	0
~882^~5262^~1559v~5418v~6592	1
~5875^2250v3530^~3769v~8132^5402^~9514v~9918^1659^782^5996^~2536	1
~6780^~348^~9152^~2653^3272v~2937^7174v~7295^1217^~7059^~4175^~3675v6225	1
5844^~3977^9329^129^7072v~5522^~4652^5229v6228v8033v2125^~4935^8232^8427	0
1578^~1855^~9043^2142v9329^~6046^~6701v8608^2545^~8514^1680v~5193^5636	0
9586^~3826^~9156^9920	0
~5815v~3050^~4982^~7229^~9590	1
3330^~3517^~5028^~7043^8184v~8617^~6588^3725v~7810^~5408^8967v5542^~2453	0
9882^~8705^4474^834v5179^~7320^9490v1336^9129v~4791^4648^376^17^~3076v1974^~5852^~2553	1
8650v~3860^6158^~902^7593^9303	1
~9562^2043^4794^4200v~9728^9795v~2538^9643^~6652v~524^~5987^~3365^~1939^~9395v~6444	0
~471^~6631^~7611^7335^106v8894^~6040v~9638^~6468^~7604^~6905v1264^~5200^~6661^~936^~7755	1
1689v~4139v~3266^~3935	1
5123v~8699^~3057v~7115^~6504v~987v~5479^1898	0
~9386v5370^~8549^7169v6500^~4998^5389^~1431^~591	0
~213^5029v~5407^~9960^471	0
~1362^2903^~7487v7119^~457v~9917^4591^~5977^4809^1236	0
721	1
322^5371	0
5562^~8348^~9652^~433^~9583v~2842^~1123^5938^~470v~5213^7629^~3425	1
5830^~2486^1026^~1770^~3640v~626v8573^4331^~5070^~3925v~575	1
1482v4534^8617v6484^~4548^~6334^1662^~6593	1
~4342^~8650^~7385^~4294^470v9620^~8631v~2364^8918^~609v~8638^~6963^~9298	0
~8609^~84^~4395^9272v~4088^6976^8392^~5462	0
~259v~3960^816^4405^5363	0
~6091^~8492^~2838^~516	0
8683v9747^~7550^~8853v~9149^~3234^~1078^~1609v2242^7643^~2712^6853^~6161	1
~3767	1
6615	1
6800	1
5583^7164	0
2678^3996	0
~9038v~7725^5814^~6972^4833^5539v~3487v4688^~504	1
467^~1843^5415^~4122^6244v2538^~8987^~8428^~978^1061	0
1386^4096^5834	0
5377v~4828^2943v~8940^5251^9803v4281^~375^~4403^~6584^8006v~9961^~6830	1
3184	0
~7083^~1237^217v4217^~2385^~4887v~9891	1
~6587^909^~8055^~2428	0
~1461	0
~5366^~7427^2173^~6934^4482v9252^~1138^6336v~9685^~3266^~1368^5186^9086	0
~5312^~5279v~1160^~9858^~3763^3897	0
213^~8190^5167v2156^~5849^~2277^604^8035v610^9866^4702	0
5480^~6339^4810^948^1383v917^1851v6536^~4560^4951	0
~3936^9709v~1490v1222^~3868^~6648^~9745	1
6694^~7906^~5770^~3895^~6658v~3051^851^~8115^~1202v2028^~2253^~4023^~8313^764v8572^~9281^1637^4993	0
3741^6021^~4680^~9128^~2531	0
4327^6035^~5754^3577^6268v9086v~1840^~9739^8856^~5813^~8100v2355^5212^~4053^~6726v4171^3940	0
999^3991^1502v7232^~7933^2164^7551v~6416^~1154^3773^8385	0
298^3516v5120v~6467^~344^~6821^875v9371	0
6776^4952	0
~2805^~7894	0
4214	0
7954^~6366^68^~8304^4v3926^2814^~8497v9990	0
9891^2159^4252v~4808^~7704^~5068^7510^~4830v~2757^2691v~9967^3178^323^8810^1510	0
~3413v~4639^9807v~871^6084^8653^8341^1048v8016^~7396^~8455v4769^1960^3332^~1271	1
9836^2020^510^~1081^~43	0
2929^~1259v~4758^6058	0
5793^1947^~2516^~6914^~4121	0
7071v~8429^~5948v~9139^~5133^~2106v6452^~5442^5335^~6894^2210v~410^5134	0
9206^~1272^3765^~729v9850^~9450	0
~1423^5062^~952^~9615v~9792^512^9784^9820	0
9306^~6^~1487	0
~957	0
~1580^687^~1403^2992^~9999v5299^9072^8017v~5064^~9670^1797^~2097^~5994	1
~5169^2716^8080^3429v7795v594^~1683^216^~6902^~3184v4304^~2646v8965^9901^8789	1
~4936^~7734^~3202^2687v6290^2002^~559^~3453v1532^~2320^~5266^57^~1924v~5181^2415^5628^1675v~1760	0
6617^2301^~5957^841^~4475v~7043^~5467^~1310^3455v1^~443^4292	0
~3024v9092^5132^9273^~4693^~4746v~4293^3760^9368^8878^~158v~7197^1729^~9037^~3317v7126^~8848^7949^1738^~8898	1
~4065^1638^~565^~2849v5733^~1081^8582^4478^9189v~2621	0
~181^7779^5847v~2378^~1207^5761^7613v7698^~9551	0
4458^5557^1353^~8916^3205v~7865	1
~7659^4386^139^2024v3541^5479v~5211v~5134^~2584^~6481^9342v~8191^9960^817	1
1313^4782v~5453^~5135^~1781^104^~7450	0
~8525^~592v2016^117^~5254^6814^~5027v5498^~1902^2903^~2106^~3520v4639^9013^7165^3147^2529	0
6337^9329^6129^~471v9931^~583^~914v~2735v5465^~6627^9437^6578^~996	1
~1529^6653v~8999^2572^~2079^~5127^9064v~5725^6547v~9377^5779^2596^9205^4181v~1524^~3933^3092^1512^~8102	1
~3765v1527^~6726^1724v1590^~6440^2267^508^~5047v7580v1178^~5621^~8420	1
9196^6576^~7415^~9474	0
6223^1677v187^~8733^~2007^4490^~835	1
~2701^~5624^6935v~3264^6475	0
2249^~6797v~5663	0
8300^9938^1805^2704v9041^5344	0
7625^4176^1369^2017^7614v5011^7785^~5177^4314^~6466v5041^2634^~3046^3327^~5102v~6874^~3321^8702	1
~3718^4009^~1366^5178^9074v~8159^135^~6359^5002v~2883^8033^~6867^7906v9998^9516^7485v~6542^~1690^3491^6648^~7657	1
6419^~8427^7826	0
~729v5502^4930^~6541^3240v~2511^~1147^~4146^2121v~7719^8928^6161^6442^3625	0
~3127^8534^~4921^~548v829v~5022	0
4505^935^6063v~9556^696^~124^~7032	1
4508^7633	0
~8048v8869v~9533^640^~6060v7127^~1399^357^~7122v~7397	1
~2726^~2235^4755v2930^2643^~9608	0
~932^595v~397^~186v5476^7872^5904v~9789	0
9059^2182^8872^9170^1395v~7841^~6371^4808v7735^~9181^2255^~1125^~2568	0
~3177^~5220	0
508^~2585^9338^3477^4261v~5301^9462^7162v4693^2753v989^~3470^~54^4600v~3124^~2893^814^5378^8911	0
1188^~8835^~7506v1020^7706^~4354^4232^1461v~1009^8403v9760^~3601^~2549^1368	0
~174^8293^~1807^5373^~1232v~6779^~5459^~2160^8253^1315v352^3383^~5025v~7252^5948^3061^407^9385v5690^4910^~4978	1
7766v~670^~5759^8288^1615^~7720v~9108^~5935v1632^~7315	0
3614^~4247v2066^323v5370^~9313^697^~2067v6413^~3349^~8971^4084^~7526v~9259^~8256^~4944^8950^~546	0
5452^1063v9041^~6969^~8609v~1166v5649^8640^~3998^~4048^8250	0
5015^1948v~9590^8813v~4119^~5850	0
~6300^~5270v~8903v7763^5365^~3741v9027^2123^~7252^~9707v8084	1
872^~6912^9479^~9722^~4575v~5225^9394^8560^~8638^5567v~7703^9648^~26v1612^1334^~3563^~7584v~8316^9532^1805^649	0
3160^~2977^1389^7556v~7741^677^~6941^2428v8248v~9697^~8212^1225^~6356v~9285^~5019^9987	0
4808^~3795v~3104^~9952^~6v5623v~6642^~2265^7609^~440^~4463	0
2582^~4363^3180^~2874v~369^5233^5410v~2983^~1852	1
~4907^3206^~3108^~6173	0
~7493^~4744^6657^~7562	0
4841v~2323^1175^~595^2991^5685v~9741v1230^3970^~7498^~6219^6202v3675^~5047^7630^6309	1
2211^~7286v4631^~3806^~9894^636^~6134	0
~2796	0
2213^~5095^~2995^8194^~4358v~1022^~7246^1324	0
~3022^~9551^2629v7930^2211^~5095	0
2428^~4278^2344^~4436^4924v~2316v~2668^~6219^~3301v209v~1884^~6435^906	0
~5710^~4528^7097^~1895^4370	0
7969^9240^~1611^6336^9815v~3549^~7081^5057v9781^4869^7123^9476^7331v~1852^~2017^~6185^2171^~443	1
7598^~8357^4434^9971^9758v~773	1
6520^7033	1
~88^7889^8405v189^8265v~6596^443^~4477^2055^~3185	1
4528^2756^~3045^3182^9112v4255v6536^~8v5564^892^~6720^~6959^~7738v7989^~1092	1
~4655^1901^8180^~6367^7673v~1793^114v773^~2164^3717v~6204v2447	1
~6182^1255^4729^~4961	0
~4994^~3446^2908^3901v~6993^6841^9280	1
7005v~9644v~2442^~2274^4855v772^~817^5766^2234	1
9593^1195^1357^5052^~3709	0
~2515^~4520^6837^~7496^~8411	0
~5827^9302^~8033v~134	1
6647^~7660v~228^~5197v~983^1097^~7250^7821^~7396	1
~923^493^~3929^~1665^2454	0
~6640^~8671^8067^~4610^~7107v1222^1447^8340^~9693^5905	0
~2027^2702^5671v~1126^~2050v6218^~6055v~9435^~2049^8357^7131^3994v~1362^~8193	0
1952v~988^6214^~4297v~776^6774^~3707^~9248	0
~6750v~2336^~1653^~6950^7521v~9380	1
~1317^~2543^9308^4202^~4125	0
2168^518^~396^6322^~900v~6995^3218^6461^~2121v~9762v4651	1
8246^~4800^9547v~7582^~4572^~7652v~3354^3497^9618^7740^4310	0
~8817^~8983^~1119v3460^~7382^258^~2053^3071v~8915^898v4519^~2973v~5001^9657	0
~5205v9683v5490^4757^~3911^~5054v~1962	1
3868^~9122^8459^6317v7231^~5218^6240v7860^6124^~5696v~9456^6165^~9914^~2008^271v6543^2149^~3279^~821	0
~3817^2132^~2405^~4553^~1730v~7035v4587^6331v1501^~2086^~1892^3233^7969v~8465^5747^7547^928	1
~7552^7583^2891^6360^~2689v6824^~4992^3570^5636v~2118^~5345^~8019^~6928	0
~4985^6267^~848^74v~6053^~807^7760	0
8091^9843^~1235^~1189	0
~4857^~4298^~2093^272v~1906v8225^9106^2243^144^6099	1
~7284v1368^5703^8886^~7778^~9093	0
~7780^~8839^~5150	1
~5062v~6854^1991	1
~3804^1732^8028^5271^~3954v1103v~2641v~9947^8079	1
9258^8306^~4271v~2392	0
~8952^~46v~8136^5372^2013v~4866^~7460^8131	1
~7745^2434^~1052v~7340^~3172^~4090^1698	1
~8384^~7489v264v656^5029^~9865^1686v6246^~5070^8187^9975^~2185	1
~1597^246^2599^~1874^1010v~209	1
~2084^2586^~2698v1866v~8604^9779^1678	1
2281^~2241^~6954^2466v4596^~1011	1
7971	0
~6545^~7761^~4593^3987^5979v~5835v~3066^8759^6331^2428	1
3551^5895v~3977^8446^~4198^~4828^~1350v5673v~9498^7071	1
~8483^~7945^1094^~4594v580^828^5311^~2635^2677v2012^3594^~6418^~9563^~1738	1
5897^1335^8529v4416^335^~1045v6347v~4093^63^6373^6463^4576	1
474^~249^~3027v926^~1934^~1580v1453^999	1
~1168v~2791^9296^~4861v~4967v~8063^~2724^~8971^~1874^~2674	1
~7787v4098^~2904^9198^~2359^3576v~7468^6744^147^4395	0
9281^~8750	0
3465^~6018^~1460^~2687v8135^2112v~9136^~9335^~4985v1312^~8027^4562^6855v4554^491^~2213^2418^5020	1
~812^~1918^8548^9268v~8566^~2734^7909^8389v~3707^8741v7186^2844^~3493^2269^~141v~5975	0
~6917^9997^7463^3925^~9377v991^~6059v~7553	0
~6232v~87^2000^5330^~932v~4827^~7014	1
1070^~1460v5778^~2173^3790^~8850v~2033v~1436^6586v~3001^3351^7436^7852^8635	1
9270^2542^~3153^~9510^~4081v~689^7164^6947	1
~6884^~5602v~3933^4448^~8772^1191^2631	0
~7330^~454^~8244v4443^~9394^4249^8285v5900^2969v2495^6946^1921^~1453^~9162v~6140^9672	0
~4134^6161^4870^543v1434v8792^275	1
~8662^7047^5649^~9356^~4928	0
~3585^~3002^146v~5407	1
4631^1510^~1929^499v~6136^~8183	0
8573v~9773v~8567^~6572v1527^996^~8455^~8535v8628^~4370^5896^9914	1
~9655^8285v6002^~157^~270^~7732^613v~4923^~7965^~6114^4179v5843^8453^~796^1770	1
9722^4087^6371^~2533^7151v5660v7443^2761v7783	1
~9064^~9876^7951^2418v~9916^5016^2478^6158^7112v~1862^8614v5403^~621^7754v1456^6908^~9283	1
8740^9895^6413^6855v1887^425^2215^5914	0
~4326^3459^~2907v8834^~1943^1902	1
9280^~8042^8076^~8640^2945	0
6030^~963^6101v9046^~3826^~3972^3085^8109	0
~8673^~2710^~9937^~6187v~7948^~5164^~1465^~6026^~8451v900^~3230^4997	1
5915v2004v4768^1727	1
7410^9595^6183v2578^~468^9167^5470^~5395v417	1
8722v6645^~3232^2739^5888^7942	1
~1871^8482v~6785^7166	1
~9689^~739^6777v~6516^6186^9269v~5355^1658v6943	0
7775^9734^79^~5185^~5681v~9801^1736v5665^~284^~4733v~5724^~4843^2232^7399^~5259	0
~1065^907	0
7968	0
~9341^~9954^3913^~2956^7821v~4952^~9487^5162^~3291^926v~8534	1
~4612^~26^~4438^~9627^~5535v~1283v~4106	1
3111^1666^436v7408^291^~4971^~4559^~2578v654^8407	0
9704^5231^9156^8887v7428^~7056^~1128	0
8912^7880^1426^~5649v~1382^~5034^6613^~9214v8085	1
7497^~5352^~9176v~9967^~160v~9190^2340^~9088^~7339^2351v~9689v~77^~9921^~9798	1
~9688^9900^8670^453	0
~2109^~6674v~2787^~3374^~4119^2857^~7439v~1831^~6002^4064^1475	0
3401^~2794^5212	0
5221^2077v1575v2440v2043^1706^~9377^4496^5077	1
~3209^~2713^~8447v5474^6057^5377v~9816^~8664v~8537^5865	0
8045^~8447v1229^9710v3988^6516^8986^5733^~9459v~6915^~9375^7569^5248	1
~7248^~9920v~3691^~9997v~157v1000^~5759^~7929^4050	1
~8009	0
~4995^7635^~2807^9647v~2594^~7320^~6780^5536v~195^~7215v~9346^~5866^~4676^~962^2306	0
6698^5388v5118^~2612^9562	0
~7251v352^~3695^5971^~138^~6302v~4581^~4793^~6268v7050^~249v~1779^4089	0
7232^5207^~8208^~341^~445v~8842^~2583^~3845v9590^~1905v5822^~81v~3437	1
~6719^1502^2509v749^7373^965v~1975^~8847	0
~6061v5779	0
4448^6938^236v~530^~2657v4532^7120^~601v638^~9785^7603v7644	0
~1930^~5656^6539^~1896v7815^~3152^~5514v~4904	0
~6085^506^~5561^2034^4144	0
7889v~6265^~2241^~3733v873^7499	1
~462v~4735^~9135^~7664^7818v3423^~3308^6016^8626	0
9540^2937^8830^194v1298^7246v~4194^~3639^~7206v~2271v~3781^~3270^~5461	1
~1806^~3288^~4039^7713^9985v~1580^7471^9603v555v2799^~2731v2585	1
8170^3815^3945^3117v2053^8301^~8756^~7596v~8902^~7204^~5133^180^9542v~5919^~5700^~9574v7317^~3982^5772	1
1234^5361^2815^~5830v~5183^~2604^~2303^~1306^~178v~6472v2589	1
3465^~3921^~8376^6906^2677	1
1490v5132^~6763v~6389^~1806^~9069^~6615^1203v1056v~4461^8804^~4617^8994^~1251	1
446v9511^~5629^8403^~4591^~2681v3422^~8298	1
9013^~106^4135^5949^~9885v~780v~9770^62^3528	0
7201^~5752^3882v~9415^6151v~8273^1523v1748^5137^~1684^~2862v~50^7290^~8167	1
7234^2641^~6670^9850v3^~9370^~255^~4315^757v~4244v~3022^~39^3522v~6533^~4191	1
~5317^6438^~192^8759^~4789v2772	0
36v7103^3160^4959^~6223v5038^5469^7981^~5543v~4634^~4278^5061^~5670^3116v~9849^8540^~6213	1
9239v3412^~6150v~1544^~173^5212^~3540^8996v~3814	1
8675^~3500^2661^~2703^6716v~8525^~8890^~8527^~7566^4539v4791^~927^~9835^8325^~9776	0
~847^~2934^8435^~8264v~7655^~950^7780^2678	0
9881^~7444^~2939^~1867v1502^~4542^~3068	0
~2103v~6322^4663^8789v~4163^1511^7713	0
6770^~2909v783^9156	1
5618^4386^1455^~258^6430v~4362v~4779v6470^~1443v4550	1
1735^~2950^~8014^2557v3983^~1657v~2265^7149^~2964^~6690^~9819	0
7542^~6763v3214^~9360v~2964^~9814^~1718^~2209v~7655^6174^814^2994^~4810v~9928^~5105^2711	1
~1181^1500^8246^~3194v~992^~2648^~46^~2483^6055	1
~6505^~1052v6747^43	1
272v~2489^162^~2156^8805	0
~2044^~4454^~9860^~2940v~663^4597^9422v2157^9249	0
2093^3359v6619^7544^~3939^3872^2134v~3248^5262^4648^4947^5882v~2887^~4329^8675^9114v~2099^8814	1
~6273v~4272^372^~5581^9720v5759^7886^8070v~3080^~4774^9847	0
3316^9435^5117^~8604^~9414v6621^9702^918^~4853^3802v7481	1
~5590^~3602^~4189^~9654^~9456v~7162^2282^~4417v~8636^4372v~9901^~4821^~4236	0
6438^~9869v~3680v~7322^~6297^8167^2049v2261^~6195^~86	1
8379^~9174^2967^~2413v9797^8217v~728^~2992^~8290	1
~365v7224^1611^1734^~9827v5955^878v~9475^3487^~7331^~4234^~3523v2751^~8651	1
~1323v~1375^7107^~3975^~151^5013v~3674^~8426^2267^3122v3104^9505v~3194	1
~4562^~7963^~1488^7664^4989v~1391^~2310	0
~3127^9825^31	0
~703^~8633^2684^~6061v9083^749v~4395^~483^4955^5894v~4096v4306^6574^2576^~6783^9225	1
77^5735^1636^~8430v4161^~6409v8619^6658^~5824^~4249v~509^353	1
3373^~1573^~9557^1818v4363^4658^~7577v5775^~3873	1
8399^~3376	0
~714^7247^~6382^~6490	0
2693v~5063^~2551^~2429v6188^~4657v6042^~806^954	1
~5592^~6045^~7699^4903^1314v~9561^4988^~1569^~1425	0
~903^~6888^~1418^~5025^1030v~2261^2009v~5548^8843^~3337v4065^~3379^2313^2590v~1017^~653	1
9979v8186v~2285^~6871^~2217^~525^7140	1
5951^3506v~9656^~8588^4701v~5977	0
3019^~5006^1835^~6088	1
4331^2551v~7851^2197^~8125	0
9652^5672^~6016^271^135v~3706^~8727^9265v1224^3504^~5056v1139^~9127^~9989v4807^3119^~4548^~3026^~2612	0
2307^~8637^~8130v9690^530v~8772^3947^5648^~4116^1486v~2130^~7892^7230^108^~2619	1
~6037^4251^~5619^3416v~9933^9277v~9665^6184^7485v4370^7650	0
~5939^6377v4106^4904v8803^989^~9381v~4370^7716^~9826^212^~1052v3705	1
2372^~4684^~5322v5371^~380^~8657^~8369^~6181v~2329^8099v4360^~4775^~6405^5443^~6181	1
~5115^~8378v~4672^~2564v~6947	0
~2304^9462^3183^2573v4326^~3069^3929^3837^8560v2199^~4057	0
~3002^~4110^~5613^~8753v~2911^6589^4112^5989v~7526^4929^424	0
6385v8933^~9392^2v3667^2039^~7171^312v~6079^2686^~5580	1
578^~3164v~1267^3926^~814^~6884^1463v~6942^~354v~9886^~8602^~4534	1
9355^7696	0
1117^~2076v~7773^~2067^273^~2821^4600v~9150^~3608^~4644	0
5240^5738v8147v5494^~7514^~6647^~1405v~1764^7374^5705^3942	1
~9042^~2090v9712^7358^1431	1
~1786^~3905^~2844v~8810^~6933^~4134v~6219	1
1940^194^~9510^~755^~7506	0
~3170^~5915^~7299^~3489^~2105v~7775^~1656^~502^~195v~129^9092^~937^~147v6604^2737^6137	0
~4867^~6136^~3881	0
~2043^~2804v~2437^~7278^9355v2953^~6736^2593	0
~7014v~3549^5676^8693v~5105^853^~4725^9916^~2588v4263^5926v7194^603^~778	1
3385^~6675v~4862v~3399v9047^~5819	0
~3617^~6759^~4508^~7470v3070^~6368	1
~9427^6689^6509^1768v7106^~8190v~4562^~2860v8164	1
2319^4420^~3181^~4367	0
~8940^~284^~3878^4012^~5824v2491v4393v6628	1
~3924^2476v~904v~4729^~6296^~6167v7464^362^7869v~1458^8011^~2977^1049	1
3026v~4059v~4731^580^5045^2495v2934^~5312^9659^7783^2162	0
~411v2436v~9027v9844^~3518	1
~7464v9880^~887^5200^~3508	0
~4515^3380v~4002^6579^~771^4081v2402^~8964^~4128^6463^5548v~8013^~2862	0
5000^7813^~8520^7936v~533^5133^~6331^2748^2104v8611^548^4418v110	1
7964^43^~2259v~8384^~5087v1485v~7237^8913	0
4257^7325^~9364^7355v2314^6707^339^~4035^~4603v~8987^~4430^2957v~2863^~9020^6546^~552^~1687	0
~5653^1849^~9186	0
8884^609v3659^235	1
~8219^~2990^~8178^~454^8480v51^8409^595v~2990^~3184^8980^6477^4849v9786v4164^6840^~9803	1
4717	0
7572^3575^4123^524v2888v~7958^~9069^~1188^~4196v8519	1
7916^~3018^~1386^~8659^~3856v~1087v~4526^8359^7727v~5707^443^~2111^8517	0
7086^9571^7774^7824v~2478^~7987^~7811v7023	1
~8409v3140v~8236^~9630^~5661^2462^~5027v1977^1660^~8815^~8110^~2046v8959^7666	0
~5424^7063v~3982^~6843v7097^~7722^~758^5224^~1822	0
~6312^~254v1635^~2361^5592^~5362^~5212v~1089^346^7283^4650v~386^~6010^6273^2533v6260^7069	0
~4518v7061^8811v8787^~7085v206^2717^~7675v4080	1
3013^458^~2193^~8648^5984v858v2542v4640^~2621^~796v~649^~2272	1
9140^~4761^7092v4994^1177v1678^3761	1
2213^4438^5299^9712^1634v~2938^~1857^~8488v3460^~2861^~7555^~3739^7150v~4045^~1393^~9004	0
~7777^~125^9783^2117	0
~6386^9917^2673^3630v~7928	1
1671	1
~3640v~9066^~2979^~8023^~7671	0
2393	0
9590^~1672^~1908v3746^~4457^3200^~5886^2659v212	1
8706^1728^8653v~9475^5950^1206^7635v2819^1999^~9260^5001	0
8481^4161^~4558v~9519^~2480^9469^~9889	0
~6738^~719v~235^2704^~5951	0
778^869^~5259^4700v~904^6465	1
1531^9348v~48^~7147v~4641	0
~9134^~4785^~8113^~725^~7666	0
4997v8078v~1577v1715^~6179^8486^~2904^~4378	1
9796^1219^~7998^~1889v~7314^~9634^~3377v8492^53^~743^~268^~6293	0
~1892^~8632^~1960^~6103^8250v532v7297^3577^~7650^1730	1
3099^~7774^~539^~6958v~9456^8976^2762v~3724v~9790^~1867v5332^~1080	1
7109^8878^~1490^~6808^~7452v4090	0
~7706^~2203^7752v984^511^~1952^~8657v5666v~2337^3455v9576^5273	1
2762^8173^8992^~4354v~2222^~9407^5481^~6438v4374^7333v~216^2222^3100^3760^4868	1
~3528	1
2371^~5472^7424^~7744v3650v5555^7570^5121^5848^~2875v~6603^~8057^2439^~5300^4393v~1346^~7872^~4004^6966	1
7782^~3427v137^8745^~952^8691v~1036	0
3798^969v13^3943^~1483^5135v1606v~6379^~9077^6388^5354	1
3891^~2321v8235^~381v532^~3475^~5067	0
7162^5847^3113^~981^~9353v~9221^1463v9054^1521	0
~9530^~9496^~2724^~1070v~323^~2982^2668^7517^5815v~3912^~1741v~4787^~8228^~3076^9999^~7861v~6927^~8590^~7579	0
9582^7058^~5403v1171^~1276^~1757^1208^9109v5934^~3596^~5113^~8129	1
~2095^~6717^~8314^~1937v4216^~6487^~9255^7445v~8870^731^~1123v2847^~3425	1
~9121v7164v~3255^~1138v~1499^4381^~8828^~814^3994	1
8396v1489^9955^9944^976^9531	1
~839v1608^771^331^~8507^2755v~8666v~8503^~8925^~207^4013^~4610v2399^7109^~5497^2743	1
~4391^8499v7284^6426^~5111^~403^~928v9253^~8245^~2477^~8589	1
~4450^~6852^~4020^8843^5382v~1931^~3383^~6198	0
2028^~3716v~9875	1
~6902^557v9691^8592v~5254^2404v4893^~2954^4828	1
~7274^3150^~2870^4706v1366^8784v9589^~3166^~756	1
3375^~7170v4152^4558^3237^435	0
3005^~9941^4814^626^~2332v~4364^~6354	0
4664^~166^~7630^3365^~4033v7492v7902	1
~7784^1960^3741^3631v~1672^3590v5031^5^~115^9034	0
364^7923^~1208^9737v737^~5551^~9669^~5745^~6226v~8240^~1902^4593	0
2867^~5429^~3980v5258v6008v~1235	1
2911^~5739^~8759v1966^~2098^~494^1908^2639v~2867^~8774v~8043^~2779^8478	0
7296	1
~7413^3581^3928^481v~5821^1300^~2250^8009^9175v6524^6358	1
~3652v~8154^6264^~1108^~1147^~4843v~1847^~562^7356v3243^~2900v~4718^9885	1
~5965^7239v9733^~1997^8093^~5524v~9003^180^~7403	0
1826^4086v2934^8632^4486^6879^7977v4167^3218v~2221^~5055^~6866	0
~3692^~9748^7714v~8618^~1640^2405^~5467^~3037	0
9992^~3174^~9326^4253	0
~7588^1147v234	1
~6161^~1120^6535^9147^8789v~9080^4638^8656^2243^~1088v~5858^~3807^~7756^9032v~5291^~7498^~8680^~8260	0
6126^3570^~8981v8513^~507	0
~920v~5798^~7488^9583^~8534v~7933^~8298^~6367^4798	0
~1376^7601v~8378^3533v6230^~744v~4792^472^2514^~4358	1
~4141^8672^709^492^~8925v~9692^~9382^9888^1202v~3277^~1943^~865^3749	1
7897^4043^~7265^~8222	0
~5343^8056^4713v~6667^8539^~8944^~624^~1073v5708^~4003^5569^8801v2924^1231	0
~3980^9484	0
~7740v9727^1771v1108^3469^7847^~6957v5155^6948^~8343^~2328^~337	1
9910v2142^~5605^~6790^~5370v9604^~3343^67^2643	1
2079v21^~4106^~2211v3245^~2219^4191^3902	1
8265^~305^~8576^~9551v9151	0
~302^~2230^8755v7137^4843^~1661^~2430^~261v5660^2031^~2018^9939v1374v~7037^~8362^~1829	1
~3829^~3558^2155^2079^~52v2071^~2404^~4810^548^8132v~1825v9794^5134v~4408^~7259^233	1
180^~7675^~3739^9592v6253^~6679^2859^4170v~1814v~1479^7845v~5432^~3088^~6521^5990^~4046	0
1258^3015v~8399v9386^~3003^~1933^6106^~4271v~4102v~1475^1044^9671^~365	1
5428^8608^7434v6679^3937^~2797v7471^3385^~7763v~706v9638	1
5024^1604^8526^~2243	0
8925^~2505v~355^~8589^8636v~2381^1772^7746v8954^1149v2625^~2082	0
~9173^~6712	0
~4942^~1220^1296v9116v~964^~7282^~3645v6341^~6607^~7489^7897^9935	1
~6729^9393^1196^~8681v6081^8354^2174	0
~8156^5875v~5599v~1165^~4834^3018^~8978v~7122^~189^7099v~9776	1
4549^~2095^4125v~9124^2155^~4634^~9967^2973v~5258	1
7835^8442^8243^~6323^8300	0
251v~8684^8988^~9649^2589^~2961v5589^4449^~5314v~6103v~8996^891	1
5712^~154v~362^2076^~3049	1
~2658^7919v5663^~8101^7720^~3731^9183v7018^~6426^2922	0
1654^~9898v8299^8098^~7615	0
~2964	1
~9305^7769^8835v2824v4880^4154v9664^~930^8514	1
~4334	1
6785v~2653^~595^~3615	1
~5821^2315^1256	0
1791^~3141^9661v~2259^2002^~550^~7487v~9155^~5743^3866v~2916^~9332^7519^~2110v6020^2368^307^~8379	1
~4262v~8956^~8262v~3185^~7714v2458^269^~3533v~9005^4349^6261^9933	1
