iid	i_year	i_Action	i_Adventure	i_Animation	i_Children's	i_Comedy	i_Crime	i_Documentary 	i_Drama 	i_Fantasy 	i_Film-Noir 	i_Horror 	i_Musical 	i_Mystery 	i_Romance 	i_Sci-Fi 	i_Thriller 	i_War 	i_Western	i_Other
656	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1
657	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1
658	8	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
659	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1
660	9	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
661	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
662	6	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
663	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
664	6	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
665	10	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1
666	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
667	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
668	6	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
669	9	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
670	11	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1
671	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
672	10	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
673	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1
674	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
675	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
676	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
677	15	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
678	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
679	6	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
680	15	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
681	15	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
682	15	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1
683	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
684	11	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
685	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
686	11	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
687	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
688	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
689	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
690	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
691	16	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1
692	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
693	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
694	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
695	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
696	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
697	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
698	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
699	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
700	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
701	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
702	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
703	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
704	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
705	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1
706	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
707	9	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
708	7	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
709	10	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
710	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
711	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
712	7	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
713	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
714	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
715	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
716	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
717	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
718	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
719	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
720	13	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
721	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
722	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
723	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
724	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
725	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
726	13	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
727	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
728	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
729	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
730	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
731	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
732	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
733	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
734	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
735	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
736	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
737	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
738	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
739	8	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
740	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
741	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
742	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
743	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
744	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
745	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
746	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
747	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
748	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
749	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
750	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
751	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
752	16	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
753	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
754	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
755	13	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1
756	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
757	13	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
758	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
759	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
760	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
761	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
762	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
763	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
764	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
765	10	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
766	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
767	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
768	13	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
769	13	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
770	13	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1
771	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
772	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
773	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
774	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
775	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
776	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
777	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
778	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
779	12	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
780	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
781	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
782	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
783	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
784	11	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
785	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
786	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
787	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
788	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
789	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
790	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
791	13	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
792	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
793	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
794	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
795	12	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
796	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
797	12	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
798	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
799	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
800	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
801	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
802	11	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
803	11	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
804	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
805	11	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1
806	11	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
807	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
808	11	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
809	11	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
810	12	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
811	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
812	12	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
813	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
814	12	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
815	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
816	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
817	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
818	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
819	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
820	14	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1
821	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
822	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
823	14	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1
824	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
825	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
826	14	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
827	14	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
828	14	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
829	14	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
830	14	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
831	14	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
832	14	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1
833	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
834	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
835	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1
836	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
837	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
838	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
839	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
840	14	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
841	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
842	4	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1
843	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
844	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
845	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
846	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
847	14	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
848	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1
849	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
850	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
851	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
852	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
853	10	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
854	7	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
855	6	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1
856	9	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
857	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
858	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
859	7	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
860	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
861	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
862	14	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
863	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
864	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
865	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
866	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
867	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
868	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
869	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
870	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
871	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
872	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
873	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
874	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
875	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
876	15	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
877	15	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
878	15	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1
879	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
880	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
881	15	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
882	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
883	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
884	15	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
885	16	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
886	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
887	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
888	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
889	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
890	15	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
891	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
892	15	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1
893	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
894	15	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
895	15	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
896	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
897	13	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
898	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
899	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
900	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
901	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
902	15	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1
903	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
904	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
905	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
906	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
907	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
908	16	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
909	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
910	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
911	16	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
912	16	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
913	16	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
914	16	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1
915	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
916	16	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
917	16	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
918	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
919	13	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
920	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
921	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
922	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
923	9	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
924	14	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
925	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
926	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
927	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
928	14	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
929	14	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
930	14	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
931	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
932	14	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
933	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
934	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
935	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
936	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
937	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
938	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
939	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
940	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
941	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
942	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
943	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
944	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1
945	4	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1
946	6	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
947	7	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
948	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
949	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
950	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
951	13	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
952	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
953	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
954	13	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
955	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
956	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
957	10	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
958	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
959	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
960	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
961	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
962	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
963	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
964	13	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
965	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
966	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
967	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
968	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
969	4	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
970	9	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
971	9	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
972	10	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
973	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
974	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
975	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
976	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
977	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
978	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
979	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
980	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
981	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
982	14	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
983	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
984	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
